Date,Item_ID,Item_name,Quantity_sold,Quantity_used,Quantity_wasted,Waste_cost,Unit_cost,Cost_used,Item_price,Margin_per_item,Transaction_amount,Time of sale
5/3/2022,1006,Sandwich,8,8.8,0.8,20,25,220,60,280,480,Evening
5/3/2022,1003,Sugarcane juice,9,10.8,1.8,21.6,12,129.6,25,117,225,Evening
5/3/2022,1002,Vadapav,13,14.3,1.3,13,10,143,20,130,260,Evening
5/2/2022,1007,Cold coffee,10,10.6,0.6,6,10,106,40,300,400,Night
5/1/2022,1001,Aalopuri,13,14,1.04,12.5,12,168.5,20,104,260,Afternoon
4/30/2022,1002,Vadapav,7,7.7,0.7,7,10,77,20,70,140,Afternoon
4/30/2022,1006,Sandwich,10,11,1,25,25,275,60,350,600,Evening
4/30/2022,1003,Sugarcane juice,13,15.6,2.6,31.2,12,187.2,25,169,325,Morning
4/30/2022,1004,Frankie,13,14.3,1.3,26,20,286,50,390,650,Night
4/29/2022,1001,Aalopuri,8,8.6,0.64,7.7,12,103.7,20,64,160,Morning
4/28/2022,1001,Aalopuri,7,7.6,0.56,6.7,12,90.7,20,56,140,Evening
4/27/2022,1005,Panipuri,2,2.5,0.5,5,10,25,20,20,40,Evening
4/27/2022,1005,Panipuri,9,11.3,2.25,22.5,10,112.5,20,90,180,Morning
4/26/2022,1007,Cold coffee,1,1.1,0.06,0.6,10,10.6,40,30,40,Evening
4/26/2022,1007,Cold coffee,1,1.1,0.06,0.6,10,10.6,40,30,40,Night
4/26/2022,1007,Cold coffee,12,12.7,0.72,7.2,10,127.2,40,360,480,Morning
4/26/2022,1002,Vadapav,13,14.3,1.3,13,10,143,20,130,260,Morning
4/25/2022,1002,Vadapav,4,4.4,0.4,4,10,44,20,40,80,Afternoon
4/25/2022,1002,Vadapav,5,5.5,0.5,5,10,55,20,50,100,Morning
4/24/2022,1002,Vadapav,2,2.2,0.2,2,10,22,20,20,40,Midnight
4/24/2022,1002,Vadapav,3,3.3,0.3,3,10,33,20,30,60,Night
4/24/2022,1005,Panipuri,3,3.8,0.75,7.5,10,37.5,20,30,60,Morning
4/23/2022,1006,Sandwich,4,4.4,0.4,10,25,110,60,140,240,Night
4/23/2022,1005,Panipuri,9,11.3,2.25,22.5,10,112.5,20,90,180,Morning
4/23/2022,1002,Vadapav,13,14.3,1.3,13,10,143,20,130,260,Night
4/23/2022,1003,Sugarcane juice,13,15.6,2.6,31.2,12,187.2,25,169,325,Afternoon
4/22/2022,1005,Panipuri,14,17.5,3.5,35,10,175,20,140,280,Midnight
4/21/2022,1001,Aalopuri,1,1.1,0.08,1,12,13,20,8,20,Night
4/21/2022,1005,Panipuri,8,10,2,20,10,100,20,80,160,Morning
4/21/2022,1003,Sugarcane juice,9,10.8,1.8,21.6,12,129.6,25,117,225,Midnight
4/20/2022,1007,Cold coffee,4,4.2,0.24,2.4,10,42.4,40,120,160,Night
4/20/2022,1001,Aalopuri,5,5.4,0.4,4.8,12,64.8,20,40,100,Afternoon
4/20/2022,1007,Cold coffee,12,12.7,0.72,7.2,10,127.2,40,360,480,Afternoon
4/19/2022,1007,Cold coffee,1,1.1,0.06,0.6,10,10.6,40,30,40,Midnight
4/19/2022,1006,Sandwich,4,4.4,0.4,10,25,110,60,140,240,Midnight
4/18/2022,1001,Aalopuri,12,13,0.96,11.5,12,155.5,20,96,240,Morning
4/17/2022,1004,Frankie,5,5.5,0.5,10,20,110,50,150,250,Midnight
4/17/2022,1003,Sugarcane juice,11,13.2,2.2,26.4,12,158.4,25,143,275,Morning
4/17/2022,1006,Sandwich,12,13.2,1.2,30,25,330,60,420,720,Night
4/16/2022,1003,Sugarcane juice,3,3.6,0.6,7.2,12,43.2,25,39,75,Night
4/16/2022,1004,Frankie,6,6.6,0.6,12,20,132,50,180,300,Afternoon
4/16/2022,1006,Sandwich,6,6.6,0.6,15,25,165,60,210,360,Evening
4/15/2022,1003,Sugarcane juice,3,3.6,0.6,7.2,12,43.2,25,39,75,Afternoon
4/14/2022,1006,Sandwich,11,12.1,1.1,27.5,25,302.5,60,385,660,Midnight
4/12/2022,1006,Sandwich,1,1.1,0.1,2.5,25,27.5,60,35,60,Morning
4/12/2022,1002,Vadapav,10,11,1,10,10,110,20,100,200,Midnight
4/11/2022,1002,Vadapav,6,6.6,0.6,6,10,66,20,60,120,Midnight
4/10/2022,1004,Frankie,4,4.4,0.4,8,20,88,50,120,200,Afternoon
4/10/2022,1002,Vadapav,7,7.7,0.7,7,10,77,20,70,140,Midnight
4/10/2022,1001,Aalopuri,15,16.2,1.2,14.4,12,194.4,20,120,300,Evening
4/9/2022,1006,Sandwich,1,1.1,0.1,2.5,25,27.5,60,35,60,Evening
4/9/2022,1007,Cold coffee,6,6.4,0.36,3.6,10,63.6,40,180,240,Night
4/9/2022,1001,Aalopuri,10,10.8,0.8,9.6,12,129.6,20,80,200,Night
4/9/2022,1002,Vadapav,12,13.2,1.2,12,10,132,20,120,240,Midnight
4/8/2022,1004,Frankie,1,1.1,0.1,2,20,22,50,30,50,Evening
4/8/2022,1002,Vadapav,4,4.4,0.4,4,10,44,20,40,80,Midnight
4/8/2022,1005,Panipuri,11,13.8,2.75,27.5,10,137.5,20,110,220,Night
4/7/2022,1002,Vadapav,3,3.3,0.3,3,10,33,20,30,60,Midnight
4/7/2022,1006,Sandwich,11,12.1,1.1,27.5,25,302.5,60,385,660,Evening
4/7/2022,1006,Sandwich,13,14.3,1.3,32.5,25,357.5,60,455,780,Morning
4/5/2022,1004,Frankie,2,2.2,0.2,4,20,44,50,60,100,Morning
4/4/2022,1007,Cold coffee,4,4.2,0.24,2.4,10,42.4,40,120,160,Evening
4/4/2022,1006,Sandwich,14,15.4,1.4,35,25,385,60,490,840,Afternoon
4/4/2022,1006,Sandwich,15,16.5,1.5,37.5,25,412.5,60,525,900,Afternoon
4/4/2022,1007,Cold coffee,15,15.9,0.9,9,10,159,40,450,600,Afternoon
4/3/2022,1006,Sandwich,1,1.1,0.1,2.5,25,27.5,60,35,60,Morning
4/3/2022,1001,Aalopuri,10,10.8,0.8,9.6,12,129.6,20,80,200,Midnight
4/3/2022,1005,Panipuri,11,13.8,2.75,27.5,10,137.5,20,110,220,Night
4/2/2022,1006,Sandwich,15,16.5,1.5,37.5,25,412.5,60,525,900,Afternoon
4/2/2022,1007,Cold coffee,15,15.9,0.9,9,10,159,40,450,600,Midnight
4/1/2022,1006,Sandwich,7,7.7,0.7,17.5,25,192.5,60,245,420,Evening
